Model,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Price
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,78,72000,Petrol,110,0,0,1600,3,1055,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,71900,Petrol,86,1,0,1300,3,1015,7750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,77,71825,Petrol,110,0,0,1600,5,1075,8500
TOYOTA Corolla 1.6 Terra LB 4/5-Doors,80,71740,Petrol,110,1,0,1600,5,1070,6950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,80,71500,Petrol,110,1,0,1600,4,1035,7500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,79,71359,Petrol,110,1,0,1600,3,1050,7750
TOYOTA Corolla 1.3 16v linea terra ,79,71263,Petrol,86,0,0,1300,3,1015,5950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,78,71186,Petrol,110,0,0,1600,3,1050,7500
TOYOTA Corolla 1.3 Linea Terra Hatchback 2/3-Doors,72,71054,Petrol,86,0,1,1300,3,1045,8950
TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,76,71000,Petrol,110,1,0,1600,3,1050,7950
TOYOTA Corolla 1.6 lb aut 4/5-Doors,80,70939,Petrol,110,1,1,1600,5,1100,6900
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,70932,Petrol,110,1,0,1600,3,1050,7450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,80,70597,Petrol,107,1,1,1600,3,1080,8500
TOYOTA Corolla 1.6 WGN LINEA TERRA Stationwagen,73,70482,Petrol,110,1,0,1600,5,1075,7500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,70124,Petrol,110,1,0,1600,3,1050,8750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,70039,Petrol,110,1,0,1600,3,1050,7500
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,69904,Petrol,110,0,0,1600,5,1070,9950
TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,75,69388,Petrol,86,0,0,1300,3,1010,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,69320,Petrol,110,1,0,1600,5,1070,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,78,69000,Petrol,110,1,0,1600,5,1075,9250
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,73,68988,Petrol,86,1,0,1300,5,1035,9250
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,79,68945,Petrol,110,1,0,1600,5,1085,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,68285,Petrol,110,1,0,1600,3,1050,5950
TOYOTA Corolla 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,76,68000,Petrol,110,1,0,1600,5,1075,7995
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,70,68000,Petrol,86,1,1,1300,3,1045,8950
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,75,67451,Petrol,86,1,0,1300,4,1000,7450
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,76,67266,Petrol,86,1,0,1300,5,1035,8250
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,78,67255,Petrol,110,0,0,1600,5,1085,8500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,70,67100,Petrol,110,1,0,1600,5,1075,8500
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,69,67092,Diesel,72,1,0,2000,3,1115,9400
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,66880,Petrol,110,1,0,1600,3,1055,7250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,79,66855,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,80,66843,Petrol,110,1,0,1600,5,1075,9450
TOYOTA Corolla 1.6HB 2/3-Doors,74,66718,Petrol,110,1,0,1600,3,1050,8500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,66168,Petrol,86,1,0,1300,3,1015,6750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,65950,Petrol,110,0,0,1600,5,1070,7400
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,78,65500,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,65307,Petrol,110,1,0,1600,3,1055,6900
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,79,65254,Petrol,86,1,0,1300,3,1015,7750
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,71,65021,Diesel,72,1,0,2000,3,1115,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,65006,Petrol,86,1,0,1300,3,1015,6950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,77,64280,Petrol,110,0,0,1600,4,1035,8495
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,75,64000,Petrol,107,0,1,1600,3,1085,10000
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,71,64000,Petrol,110,1,0,1600,5,1070,6999
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,64000,Petrol,110,0,0,1600,3,1055,8950
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,79,63918,Petrol,110,0,0,1600,4,1035,8500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,75,63634,Petrol,110,1,0,1600,4,1035,8750
TOYOTA Corolla Hatchback 1.6 Terra Comfort 2/3-Doors,80,63500,Petrol,110,1,0,1600,3,1050,7499
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,80,63266,Petrol,110,1,0,1600,4,1035,9000
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,62595,Petrol,110,1,0,1600,3,1050,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,80,62581,Petrol,110,0,0,1600,5,1075,6950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,77,62285,Petrol,110,1,0,1600,5,1075,8500
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,77,61906,Petrol,86,1,1,1300,5,1065,8450
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,61700,Petrol,110,0,0,1600,5,1070,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,77,61648,Petrol,110,1,0,1600,5,1070,8250
TOYOTA Corolla 1.3 16V Linea Terra Liftb 4/5-Doors,75,61626,Petrol,86,0,0,1300,5,1035,7950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,70,61510,Petrol,110,0,0,1600,4,1035,7450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,79,61165,Petrol,107,1,1,1600,3,1080,9000
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,70,61000,Petrol,110,1,0,1600,4,1035,7150
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,76,60833,Petrol,110,1,0,1600,4,1035,7750
TOYOTA Corolla 1.3 I LUNA 2/3-Doors,70,60600,Petrol,86,0,0,1300,3,1060,5845
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,60483,Petrol,110,1,0,1600,5,1075,8500
TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,80,60476,Petrol,110,1,0,1600,5,1114,8250
TOYOTA Corolla 1.6 Linea Terra Comfort 2/3-Doors,79,60142,Petrol,110,0,0,1600,3,1050,9450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,60050,Petrol,110,1,0,1600,3,1050,6750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,60000,Petrol,110,1,0,1600,3,1050,8400
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,60000,Petrol,110,0,0,1600,3,1050,7900
TOYOTA Corolla 1.6 16V HATCHBACK LINEA LUNA 2/3-Doors,76,59815,Petrol,110,1,0,1587,3,1055,7950
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,80,59326,Petrol,110,1,0,1600,5,1085,8750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,59240,Petrol,110,1,0,1600,3,1050,9900
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,71,59164,Petrol,110,0,0,1600,4,1035,6495
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,70,59017,Petrol,107,1,1,1600,3,1080,8250
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,58952,Petrol,110,1,0,1600,3,1050,6900
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,74,58454,Petrol,86,1,0,1300,3,1015,7500
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,75,58341,Petrol,86,1,1,1300,4,1030,7950
TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,80,58267,Petrol,110,1,0,1600,5,1070,8250
TOYOTA Corolla 1.6 VVTi Linea Luna 2/3-Doors,80,58000,Petrol,110,0,0,1600,3,1055,8950
TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,70,57829,Petrol,110,0,0,1600,3,1050,9750
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,57787,Petrol,86,0,0,1300,3,1015,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,78,57628,Petrol,110,0,0,1600,5,1075,8900
TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,75,57537,Petrol,86,1,0,1300,5,1050,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,57263,Petrol,110,1,0,1600,3,1050,6750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,57144,Petrol,110,1,0,1600,5,1070,7950
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,69,57096,Petrol,86,1,0,1300,3,1025,8600
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,80,57000,Petrol,86,0,0,1300,4,1000,7750
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,56566,Petrol,110,1,0,1600,3,1050,7800
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,56307,Petrol,110,1,0,1600,3,1050,8750
TOYOTA Corolla 1.3 16V Linea Terra Liftb 2/3-Doors,79,56214,Petrol,86,0,0,1300,3,1015,9500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,74,56132,Petrol,110,0,0,1600,4,1035,7750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,79,55425,Petrol,110,0,0,1600,5,1075,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,54439,Petrol,86,1,0,1300,3,1015,7750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,53809,Petrol,110,1,0,1600,3,1050,5950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,53133,Petrol,110,1,0,1600,5,1070,10950
TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,77,52900,Petrol,110,1,0,1600,4,1075,9450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,52700,Petrol,110,0,0,1600,3,1050,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,69,52320,Petrol,110,0,0,1600,5,1070,9750
TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,78,52287,Petrol,110,0,0,1600,5,1114,7450
TOYOTA Corolla 1.6 LL HB 4/5-Doors,75,52000,Petrol,110,0,0,1600,5,1075,8750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,52000,Petrol,110,1,0,1600,3,1050,8750
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,73,52000,Petrol,110,1,1,1600,4,1065,8500
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,70,51874,Petrol,86,0,0,1300,4,1000,8950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,49827,Petrol,86,1,0,1300,5,1035,7500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,69,49640,Petrol,110,1,0,1600,4,1035,7250
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,80,49580,Petrol,110,1,0,1600,4,1035,7450
TOYOTA Corolla 1.3 HB LINEA TERRA AUT Anders,76,49170,Petrol,86,0,0,1300,3,1045,8750
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,77,48838,Petrol,110,0,0,1600,3,1055,9800
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,71,48576,Petrol,86,1,0,1300,3,1015,7500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,75,48400,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,74,48242,Petrol,86,1,0,1300,5,1035,8950
TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,70,47955,Petrol,110,1,0,1600,5,1070,7450
TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,71,47633,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,78,47400,Petrol,86,1,0,1300,5,1040,10500
TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,73,47360,Petrol,86,0,0,1300,3,1010,7000
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,45507,Petrol,110,1,0,1600,3,1050,8500
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,76,45410,Petrol,86,1,0,1300,5,1035,7750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,70,44850,Petrol,110,1,0,1600,3,1050,8950
TOYOTA Corolla 1.6 GL LB 4/5-Doors,69,44826,Petrol,110,0,0,1600,5,1075,8250
TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,80,44444,Petrol,110,1,0,1600,3,1050,9250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,43720,Petrol,110,1,0,1600,5,1070,7900
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,78,43622,Petrol,86,1,0,1300,4,1000,8500
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,43532,Petrol,110,0,0,1600,5,1070,7950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,42800,Petrol,110,1,0,1600,3,1050,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,74,42317,Petrol,107,1,1,1600,5,1100,8750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,42186,Petrol,110,1,0,1600,3,1050,7500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,72,42000,Petrol,110,1,0,1600,3,1050,6950
TOYOTA Corolla 1.6 LB 4/5-Doors,79,40093,Petrol,110,0,0,1600,5,1114,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,79,39800,Petrol,107,0,1,1600,3,1080,8750
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,73,39168,Petrol,86,0,0,1300,3,1015,7750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,38945,Petrol,110,1,0,1600,3,1050,8450
TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,76,36537,Petrol,110,0,1,1600,4,1075,8150
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,78,36000,Petrol,86,0,1,1300,3,1045,8500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,78,36000,Petrol,110,1,0,1600,3,1050,7600
TOYOTA Corolla 1.3 HB LINEA TERRA AUT 2/3-Doors,80,35821,Petrol,86,0,1,1300,3,1015,7950
TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,73,34717,Petrol,86,0,0,1300,3,1015,7750
TOYOTA Corolla 1.3 Linea Terra sedan 4/5-Doors,80,34000,Petrol,86,1,0,1300,4,1000,7950
TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,78,30964,Petrol,110,0,1,1600,3,1080,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,71,29000,Petrol,86,1,1,1300,3,1045,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,72,26000,Petrol,86,0,0,1300,3,1015,8450
TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,78,24000,Petrol,86,1,1,1300,5,1065,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,23000,Petrol,86,0,0,1300,3,1015,8450
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,69,20544,Petrol,86,1,0,1300,3,1025,7500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,72,19000,Petrol,86,0,0,1300,3,1015,10845
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,71,17016,Petrol,86,0,0,1300,3,1015,8500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,70,16916,Petrol,86,1,0,1300,3,1015,7250
TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,76,1,Petrol,110,0,0,1600,5,1114,6950
